Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
BT1,15.226mm,34.123000mm,Bottom,315.0,15.226mm,34.123000mm
M13,128.013499mm,1.232813mm,Bottom,180.0,128.013499mm,1.232813mm
C1,42.926000mm,25.273000mm,Top,-90.0,42.926000mm,25.273000mm
C2,42.926000mm,27.273000mm,Top,90.0,42.926000mm,27.273000mm
C3,98.426000mm,14.273000mm,Top,0.0,98.426000mm,14.273000mm
C4,105.163500mm,10.935500mm,Top,90.0,105.163500mm,10.935500mm
C5,99.176000mm,8.923000mm,Top,0.0,99.176000mm,8.923000mm
C6,25.926000mm,50.023000mm,Top,180.0,25.926000mm,50.023000mm
C7,20.926000mm,50.123000mm,Top,180.0,20.926000mm,50.123000mm
C8,28.926000mm,49.523000mm,Top,90.0,28.926000mm,49.523000mm
C9,57.481000mm,19.303000mm,Top,-90.0,57.481000mm,19.303000mm
C10,69.676000mm,27.673000mm,Top,-90.0,69.676000mm,27.673000mm
C11,59.481000mm,19.328000mm,Top,-90.0,59.481000mm,19.328000mm
C12,48.196000mm,37.523000mm,Top,0.0,48.196000mm,37.523000mm
C13,61.481000mm,19.303000mm,Top,-90.0,61.481000mm,19.303000mm
C14,63.481000mm,19.303000mm,Top,-90.0,63.481000mm,19.303000mm
C15,52.926000mm,41.523000mm,Top,180.0,52.926000mm,41.523000mm
C16,61.926000mm,40.523000mm,Top,90.0,61.926000mm,40.523000mm
C17,60.176000mm,40.523000mm,Top,90.0,60.176000mm,40.523000mm
C18,56.231000mm,19.823000mm,Top,-90.0,56.231000mm,19.823000mm
C19,58.426000mm,40.523000mm,Top,90.0,58.426000mm,40.523000mm
C20,63.426000mm,40.023000mm,Top,90.0,63.426000mm,40.023000mm
C21,56.676000mm,40.523000mm,Top,90.0,56.676000mm,40.523000mm
C22,107.709799mm,94.000200mm,Top,0.0,107.709799mm,94.000200mm
C23,104.532301mm,90.325214mm,Top,90.0,104.532301mm,90.325214mm
D1,17.926000mm,88.023000mm,Top,0.0,17.926000mm,88.023000mm
D2,43.926000mm,37.773000mm,Top,180.0,43.926000mm,37.773000mm
D3,62.676000mm,91.273000mm,Top,180.0,62.676000mm,91.273000mm
D4,40.213500mm,37.773000mm,Top,180.0,40.213500mm,37.773000mm
D5,40.213500mm,41.273000mm,Top,180.0,40.213500mm,41.273000mm
D6,40.213500mm,39.523000mm,Top,180.0,40.213500mm,39.523000mm
D7,74.376000mm,78.123000mm,Top,180.0,74.376000mm,78.123000mm
D8,62.676000mm,93.773000mm,Top,180.0,62.676000mm,93.773000mm
D9,38.438503mm,17.624498mm,Top,90.0,38.438503mm,17.624498mm
D10,21.676000mm,76.773000mm,Top,0.0,21.676000mm,76.773000mm
D11,68.413500mm,57.723000mm,Top,0.0,68.413500mm,57.723000mm
D12,18.926000mm,90.023000mm,Top,180.0,18.926000mm,90.023000mm
D13,65.826000mm,74.323000mm,Top,180.0,65.826000mm,74.323000mm
D14,65.826000mm,70.823000mm,Top,180.0,65.826000mm,70.823000mm
D15,18.926000mm,94.273000mm,Top,180.0,18.926000mm,94.273000mm
D16,124.176000mm,53.773000mm,Top,0.0,124.176000mm,53.773000mm
D17,124.176000mm,57.273000mm,Top,0.0,124.176000mm,57.273000mm
D18,124.213500mm,60.873000mm,Top,0.0,124.213500mm,60.873000mm
D19,124.213500mm,64.373000mm,Top,0.0,124.213500mm,64.373000mm
D20,124.138500mm,55.523000mm,Top,0.0,124.138500mm,55.523000mm
D21,124.176000mm,59.023000mm,Top,0.0,124.176000mm,59.023000mm
D22,124.213500mm,62.623000mm,Top,0.0,124.213500mm,62.623000mm
D23,124.213500mm,66.123000mm,Top,0.0,124.213500mm,66.123000mm
D24,65.826000mm,72.573000mm,Top,0.0,65.826000mm,72.573000mm
D25,65.826000mm,65.573000mm,Top,0.0,65.826000mm,65.573000mm
D26,79.276000mm,62.073000mm,Top,180.0,79.276000mm,62.073000mm
D27,79.276000mm,69.073000mm,Top,180.0,79.276000mm,69.073000mm
D28,65.826000mm,69.073000mm,Top,0.0,65.826000mm,69.073000mm
D29,65.826000mm,62.073000mm,Top,0.0,65.826000mm,62.073000mm
D30,79.276000mm,65.573000mm,Top,180.0,79.276000mm,65.573000mm
D31,79.276000mm,72.573000mm,Top,180.0,79.276000mm,72.573000mm
D32,54.926000mm,40.273000mm,Top,90.0,54.926000mm,40.273000mm
D33,50.926000mm,40.273000mm,Top,-90.0,50.926000mm,40.273000mm
D34,65.826000mm,67.323000mm,Top,180.0,65.826000mm,67.323000mm
D35,65.826000mm,63.823000mm,Top,180.0,65.826000mm,63.823000mm
D36,79.276000mm,63.823000mm,Top,0.0,79.276000mm,63.823000mm
D37,79.276000mm,67.323000mm,Top,0.0,79.276000mm,67.323000mm
D38,79.276000mm,70.823000mm,Top,0.0,79.276000mm,70.823000mm
D39,79.276000mm,74.323000mm,Top,0.0,79.276000mm,74.323000mm
D40,17.926000mm,92.523000mm,Top,0.0,17.926000mm,92.523000mm
D42,78.876000mm,76.623000mm,Top,0.0,78.876000mm,76.623000mm
D43,68.276000mm,55.823000mm,Top,180.0,68.276000mm,55.823000mm
D44,15.176000mm,80.273000mm,Top,90.0,15.176000mm,80.273000mm
F1,154.626000mm,22.123000mm,Top,180.0,154.626000mm,22.123000mm
F2,154.626000mm,41.523000mm,Top,180.0,154.626000mm,41.523000mm
F3,154.526000mm,72.823000mm,Top,180.0,154.526000mm,72.823000mm
F4,154.526000mm,91.523000mm,Top,180.0,154.526000mm,91.523000mm
F5,154.626000mm,13.223000mm,Top,180.0,154.626000mm,13.223000mm
F6,154.626000mm,31.723000mm,Top,180.0,154.626000mm,31.723000mm
F7,154.526000mm,63.323000mm,Top,180.0,154.526000mm,63.323000mm
F8,154.626000mm,81.623000mm,Top,180.0,154.626000mm,81.623000mm
G1,126.731349mm,73.530713mm,Top,0.0,126.731349mm,73.530713mm
G2,126.626000mm,82.623000mm,Top,0.0,126.626000mm,82.623000mm
G3,1.458000mm,92.309000mm,Top,0.0,1.458000mm,92.309000mm
G4,1.458000mm,69.449000mm,Top,0.0,1.458000mm,69.449000mm
G6,1.458000mm,77.069000mm,Top,0.0,1.458000mm,77.069000mm
G7,1.458000mm,84.689000mm,Top,0.0,1.458000mm,84.689000mm
J1,82.126000mm,13.073000mm,Top,180.0,82.126000mm,13.073000mm
J2,85.676000mm,9.273000mm,Top,-90.0,85.676000mm,9.273000mm
J4,14.158000mm,74.529000mm,Top,0.0,14.158000mm,74.529000mm
J14,68.426000mm,88.523000mm,Top,0.0,68.426000mm,88.523000mm
J15,66.176000mm,88.523000mm,Top,0.0,66.176000mm,88.523000mm
J16,88.176000mm,84.523000mm,Top,0.0,88.176000mm,84.523000mm
J17,22.176000mm,2.523000mm,Top,180.0,22.176000mm,2.523000mm
J18,20.826000mm,55.523000mm,Top,90.0,20.826000mm,55.523000mm
J19,10.701000mm,16.523000mm,Top,90.0,10.701000mm,16.523000mm
J20,14.276000mm,21.523000mm,Top,-90.0,14.276000mm,21.523000mm
J21,9.476000mm,11.523000mm,Top,-90.0,9.476000mm,11.523000mm
JP1,20.926000mm,98.523000mm,Top,-90.0,20.926000mm,98.523000mm
JP2,23.976000mm,89.528000mm,Top,-90.0,23.976000mm,89.528000mm
JP3,30.176000mm,98.523000mm,Top,-90.0,30.176000mm,98.523000mm
JP4,35.676000mm,98.523000mm,Top,-90.0,35.676000mm,98.523000mm
JP5,45.176000mm,98.523000mm,Top,-90.0,45.176000mm,98.523000mm
JP6,54.676000mm,98.523000mm,Top,-90.0,54.676000mm,98.523000mm
JP7,51.926000mm,98.523000mm,Top,-90.0,51.926000mm,98.523000mm
JP8,45.449779mm,91.600200mm,Top,0.0,45.449779mm,91.600200mm
JP14,79.676000mm,98.523000mm,Top,-90.0,79.676000mm,98.523000mm
JP16,85.176000mm,98.523000mm,Top,-90.0,85.176000mm,98.523000mm
JP17,87.926000mm,98.523000mm,Top,-90.0,87.926000mm,98.523000mm
JP20,94.926000mm,91.023000mm,Top,-90.0,94.926000mm,91.023000mm
JP21,98.176000mm,91.023000mm,Top,-90.0,98.176000mm,91.023000mm
JP26,129.926000mm,98.523000mm,Top,-90.0,129.926000mm,98.523000mm
JP27,135.926000mm,98.523000mm,Top,-90.0,135.926000mm,98.523000mm
JP29,23.676000mm,98.523000mm,Top,-90.0,23.676000mm,98.523000mm
JP31,32.926000mm,98.523000mm,Top,-90.0,32.926000mm,98.523000mm
JP32,41.176000mm,98.523000mm,Top,-90.0,41.176000mm,98.523000mm
JP33,47.926000mm,98.523000mm,Top,-90.0,47.926000mm,98.523000mm
JP35,57.326000mm,98.523000mm,Top,-90.0,57.326000mm,98.523000mm
JP36,61.176000mm,98.725500mm,Top,-90.0,61.176000mm,98.725500mm
JP41,77.926000mm,91.023000mm,Top,-90.0,77.926000mm,91.023000mm
JP42,80.726000mm,91.023000mm,Top,-90.0,80.726000mm,91.023000mm
JP43,82.426000mm,98.523000mm,Top,-90.0,82.426000mm,98.523000mm
JP46,89.426000mm,91.023000mm,Top,-90.0,89.426000mm,91.023000mm
JP47,92.176000mm,91.023000mm,Top,-90.0,92.176000mm,91.023000mm
JP48,97.926000mm,98.523000mm,Top,-90.0,97.926000mm,98.523000mm
JP54,132.676000mm,99.073000mm,Top,-90.0,132.676000mm,99.073000mm
JP56,27.426000mm,98.523000mm,Top,-90.0,27.426000mm,98.523000mm
JP59,38.426000mm,98.523000mm,Top,-90.0,38.426000mm,98.523000mm
JP73,83.926000mm,91.023000mm,Top,-90.0,83.926000mm,91.023000mm
JP77,94.926000mm,98.523000mm,Top,-90.0,94.926000mm,98.523000mm
JP78,100.926000mm,98.523000mm,Top,-90.0,100.926000mm,98.523000mm
JP85,132.376000mm,91.023000mm,Top,-90.0,132.376000mm,91.023000mm
JP86,129.626000mm,91.023000mm,Top,-90.0,129.626000mm,91.023000mm
KNOCK_RAW1,71.926000mm,96.523000mm,Top,0.0,71.926000mm,96.523000mm
KNOCK_RAW2,74.926000mm,96.523000mm,Top,0.0,74.926000mm,96.523000mm
M1,0.309985mm,23.185109mm,Top,0.0,0.309985mm,23.185109mm
M2,121.426000mm,32.023000mm,Top,-90.0,121.426000mm,32.023000mm
M3,72.726000mm,15.323000mm,Top,180.0,72.726000mm,15.323000mm
M4,86.138499mm,7.391337mm,Top,180.0,86.138499mm,7.391337mm
M5,126.888501mm,7.635499mm,Top,180.0,126.888501mm,7.635499mm
M6,84.500999mm,87.526414mm,Top,180.0,84.500999mm,87.526414mm
M7,116.676000mm,79.599997mm,Top,180.0,116.676000mm,79.599997mm
M8,0.776001mm,44.060476mm,Top,0.0,0.776001mm,44.060476mm
M9,59.226000mm,85.661714mm,Top,180.0,59.226000mm,85.661714mm
M10,127.426000mm,46.634854mm,Top,180.0,127.426000mm,46.634854mm
M11,116.776000mm,57.923000mm,Top,180.0,116.776000mm,57.923000mm
M12,0.776001mm,39.310476mm,Top,0.0,0.776001mm,39.310476mm
MMCU1,133.526000mm,15.323000mm,Top,90.0,133.526000mm,15.323000mm
MMCU2,135.526000mm,15.323000mm,Top,90.0,135.526000mm,15.323000mm
MMCU3,129.526000mm,15.323000mm,Top,90.0,129.526000mm,15.323000mm
MMCU4,131.526001mm,15.323000mm,Top,90.0,131.526001mm,15.323000mm
MMCU5,86.126000mm,17.273000mm,Top,0.0,86.126000mm,17.273000mm
MMCU6,88.926000mm,13.773000mm,Top,0.0,88.926000mm,13.773000mm
MMCU7,88.926000mm,10.023000mm,Top,0.0,88.926000mm,10.023000mm
MMCU8,79.326000mm,16.473000mm,Top,90.0,79.326000mm,16.473000mm
MMCU9,77.326000mm,16.473000mm,Top,90.0,77.326000mm,16.473000mm
MMCU10,76.576000mm,14.173000mm,Top,90.0,76.576000mm,14.173000mm
MMCU11,76.576000mm,11.873000mm,Top,90.0,76.576000mm,11.873000mm
MMCU12,74.576000mm,14.173000mm,Top,90.0,74.576000mm,14.173000mm
MMCU13,73.226000mm,16.573000mm,Top,90.0,73.226000mm,16.573000mm
MMCU14,67.926000mm,36.773000mm,Top,0.0,67.926000mm,36.773000mm
MMCU15,65.226000mm,16.573000mm,Top,90.0,65.226000mm,16.573000mm
MMCU16,86.226000mm,59.523000mm,Top,0.0,86.226000mm,59.523000mm
MMCU18,69.226000mm,16.573000mm,Top,90.0,69.226000mm,16.573000mm
MMCU22,79.426000mm,59.523000mm,Top,0.0,79.426000mm,59.523000mm
MMCU23,81.676000mm,59.523000mm,Top,0.0,81.676000mm,59.523000mm
MMCU24,107.676000mm,15.273000mm,Top,0.0,107.676000mm,15.273000mm
MMCU25,107.676000mm,13.273000mm,Top,0.0,107.676000mm,13.273000mm
MMCU26,107.676000mm,11.273000mm,Top,0.0,107.676000mm,11.273000mm
MMCU27,107.676000mm,9.273000mm,Top,0.0,107.676000mm,9.273000mm
MMCU28,71.226000mm,16.573000mm,Top,90.0,71.226000mm,16.573000mm
MMCU29,64.976000mm,49.023000mm,Top,0.0,64.976000mm,49.023000mm
MMCU30,67.226000mm,16.573000mm,Top,90.0,67.226000mm,16.573000mm
MMCU31,63.226000mm,16.573000mm,Top,90.0,63.226000mm,16.573000mm
MMCU32,64.976000mm,53.023000mm,Top,0.0,64.976000mm,53.023000mm
MMCU35,83.926000mm,59.523000mm,Top,0.0,83.926000mm,59.523000mm
MMCU38,64.976000mm,51.023000mm,Top,0.0,64.976000mm,51.023000mm
MMCU40,64.926000mm,47.023000mm,Top,0.0,64.926000mm,47.023000mm
P1,30.590213mm,11.023000mm,Top,0.0,30.590213mm,11.023000mm
P2,26.840213mm,11.023000mm,Top,0.0,26.840213mm,11.023000mm
P3,23.090213mm,11.023000mm,Top,0.0,23.090213mm,11.023000mm
P4,19.840213mm,11.023000mm,Top,0.0,19.840213mm,11.023000mm
P5,16.590213mm,11.023000mm,Top,0.0,16.590213mm,11.023000mm
P6,13.340213mm,11.023000mm,Top,0.0,13.340213mm,11.023000mm
PP1,27.142400mm,111.606400mm,Top,0.0,27.142400mm,111.606400mm
Q1,142.074800mm,30.023000mm,Top,180.0,142.074800mm,30.023000mm
Q2,142.074800mm,40.023000mm,Top,180.0,142.074800mm,40.023000mm
Q3,142.074800mm,60.523000mm,Top,180.0,142.074800mm,60.523000mm
Q4,142.074800mm,70.523000mm,Top,180.0,142.074800mm,70.523000mm
Q5,142.074800mm,80.023000mm,Top,180.0,142.074800mm,80.023000mm
Q6,142.074800mm,90.023000mm,Top,180.0,142.074800mm,90.023000mm
Q7,142.074800mm,20.523000mm,Top,180.0,142.074800mm,20.523000mm
Q8,142.074800mm,11.523000mm,Top,180.0,142.074800mm,11.523000mm
Q9,23.176000mm,71.023000mm,Top,90.0,23.176000mm,71.023000mm
Q10,20.926000mm,82.023000mm,Top,180.0,20.926000mm,82.023000mm
R1,17.176000mm,86.273000mm,Top,0.0,17.176000mm,86.273000mm
R2,22.426000mm,65.523000mm,Top,0.0,22.426000mm,65.523000mm
R3,43.676000mm,40.273000mm,Top,0.0,43.676000mm,40.273000mm
R4,3.326000mm,24.923000mm,Top,-90.0,3.326000mm,24.923000mm
R5,85.686000mm,94.773000mm,Top,0.0,85.686000mm,94.773000mm
R6,99.476000mm,81.623000mm,Top,-90.0,99.476000mm,81.623000mm
R7,154.826000mm,27.623000mm,Top,0.0,154.826000mm,27.623000mm
R8,154.826000mm,37.423000mm,Top,0.0,154.826000mm,37.423000mm
R9,154.726000mm,59.423000mm,Top,0.0,154.726000mm,59.423000mm
R10,154.826000mm,18.023000mm,Top,0.0,154.826000mm,18.023000mm
R11,154.626000mm,87.523000mm,Top,180.0,154.626000mm,87.523000mm
R12,154.826000mm,77.523000mm,Top,180.0,154.826000mm,77.523000mm
R13,154.726000mm,68.623000mm,Top,180.0,154.726000mm,68.623000mm
R14,154.826000mm,9.123000mm,Top,180.0,154.826000mm,9.123000mm
R15,16.876000mm,94.773000mm,Top,-90.0,16.876000mm,94.773000mm
R16,5.326000mm,24.923000mm,Top,-90.0,5.326000mm,24.923000mm
R17,135.174800mm,32.323000mm,Top,180.0,135.174800mm,32.323000mm
R18,135.184801mm,92.323000mm,Top,180.0,135.184801mm,92.323000mm
R19,135.174800mm,42.323000mm,Top,180.0,135.174800mm,42.323000mm
R20,135.074800mm,82.323000mm,Top,180.0,135.074800mm,82.323000mm
R21,135.184800mm,62.823000mm,Top,180.0,135.184800mm,62.823000mm
R22,135.174800mm,72.823000mm,Top,180.0,135.174800mm,72.823000mm
R23,135.174800mm,22.823000mm,Top,180.0,135.174800mm,22.823000mm
R24,135.174801mm,13.813000mm,Top,180.0,135.174801mm,13.813000mm
R25,2.726000mm,8.023000mm,Top,90.0,2.726000mm,8.023000mm
R26,90.651489mm,87.123000mm,Top,180.0,90.651489mm,87.123000mm
R27,104.216000mm,94.723000mm,Top,0.0,104.216000mm,94.723000mm
R28,48.176000mm,36.523000mm,Top,180.0,48.176000mm,36.523000mm
R29,48.176000mm,35.523000mm,Top,180.0,48.176000mm,35.523000mm
R30,48.176000mm,38.523000mm,Top,0.0,48.176000mm,38.523000mm
R31,43.676000mm,41.273000mm,Top,0.0,43.676000mm,41.273000mm
R32,20.166000mm,88.023000mm,Top,-90.0,20.166000mm,88.023000mm
